epoch,step,test_acc,test_loss,train_acc,train_loss,valid_acc,valid_loss
0,49,,,,1.7450752258300781,,
0,99,,,,1.0558371543884277,,
0,149,,,,0.6381685733795166,,
0,199,,,,0.455119788646698,,
0,249,,,,0.3558695912361145,,
0,299,,,,0.35619285702705383,,
0,349,,,,0.4772419035434723,,
0,399,,,,0.29072803258895874,,
0,449,,,,0.34679141640663147,,
0,499,,,,0.3865489065647125,,
0,549,,,,0.42928546667099,,
0,599,,,,0.27031150460243225,,
0,649,,,,0.20703551173210144,,
0,699,,,,0.2135409116744995,,
0,749,,,,0.2257228046655655,,
0,799,,,,0.18735353648662567,,
0,849,,,,0.3672117292881012,,
0,859,,,,,0.9147999882698059,0.2889839708805084
0,859,,,0.8370909094810486,,,
1,899,,,,0.32316258549690247,,
1,949,,,,0.21436810493469238,,
1,999,,,,0.15248887240886688,,
1,1049,,,,0.3423384130001068,,
1,1099,,,,0.08890699595212936,,
1,1149,,,,0.2503517270088196,,
1,1199,,,,0.15688514709472656,,
1,1249,,,,0.1358899474143982,,
1,1299,,,,0.08879927545785904,,
1,1349,,,,0.21603082120418549,,
1,1399,,,,0.12010647356510162,,
1,1449,,,,0.5373315811157227,,
1,1499,,,,0.1482498049736023,,
1,1549,,,,0.36541643738746643,,
1,1599,,,,0.19735997915267944,,
1,1649,,,,0.2137964516878128,,
1,1699,,,,0.2065437138080597,,
1,1719,,,,,0.9314000010490417,0.22963418066501617
1,1719,,,0.9281636476516724,,,
2,1749,,,,0.31441518664360046,,
2,1799,,,,0.2825026214122772,,
2,1849,,,,0.21964092552661896,,
2,1899,,,,0.24266743659973145,,
2,1949,,,,0.1637970209121704,,
2,1999,,,,0.33076193928718567,,
2,2049,,,,0.2388518899679184,,
2,2099,,,,0.29022425413131714,,
2,2149,,,,0.31609055399894714,,
2,2199,,,,0.2004402130842209,,
2,2249,,,,0.18036048114299774,,
2,2299,,,,0.19748568534851074,,
2,2349,,,,0.1672903299331665,,
2,2399,,,,0.13487493991851807,,
2,2449,,,,0.2123761624097824,,
2,2499,,,,0.0961100235581398,,
2,2549,,,,0.18740268051624298,,
2,2579,,,,,0.9369999766349792,0.20631814002990723
2,2579,,,0.9421636462211609,,,
3,2599,,,,0.10001357644796371,,
3,2649,,,,0.1189597100019455,,
3,2699,,,,0.20539070665836334,,
3,2749,,,,0.12846897542476654,,
3,2799,,,,0.2120399922132492,,
3,2849,,,,0.12718887627124786,,
3,2899,,,,0.13165563344955444,,
3,2949,,,,0.11003749072551727,,
3,2999,,,,0.08640426397323608,,
3,3049,,,,0.09862063825130463,,
3,3099,,,,0.11105163395404816,,
3,3149,,,,0.06230822950601578,,
3,3199,,,,0.20827831327915192,,
3,3249,,,,0.09031650424003601,,
3,3299,,,,0.16640739142894745,,
3,3349,,,,0.1474502831697464,,
3,3399,,,,0.1654730588197708,,
3,3439,,,,,0.9405999779701233,0.19399714469909668
3,3439,,,0.9498909115791321,,,
4,3440,0.9406094551086426,0.17259186506271362,,,,
